path,bytes,kind,width,height
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-31/markdown.md,3780,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-31/page-metadata.json,11409,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-32/markdown.md,3722,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-32/page-metadata.json,21753,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-33/markdown.md,3707,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-33/page-metadata.json,19726,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-34/markdown.md,3719,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-34/page-metadata.json,20273,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-35/markdown.md,4241,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-35/page-metadata.json,21362,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-36/markdown.md,1895,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-36/page-metadata.json,11055,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-37/markdown.md,954,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-37/page-metadata.json,7733,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-38/img-12.jpeg,7330,image,293,159
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-38/markdown.md,5851,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-38/page-metadata.json,10850,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-39/markdown.md,5807,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-39/page-metadata.json,13186,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-4/markdown.md,637,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-4/page-metadata.json,3738,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-40/markdown.md,6124,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-40/page-metadata.json,12981,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-41/markdown.md,5533,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-41/page-metadata.json,12567,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-42/img-13.jpeg,3562,image,123,65
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-42/markdown.md,3490,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-42/page-metadata.json,8856,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-43/markdown.md,363,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-43/page-metadata.json,4184,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-44/markdown.md,3585,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-44/page-metadata.json,9449,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-45/markdown.md,3601,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-45/page-metadata.json,21485,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-46/markdown.md,2821,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-46/page-metadata.json,9337,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-5/markdown.md,809,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-5/page-metadata.json,6471,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-6/markdown.md,6500,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-6/page-metadata.json,12365,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-7/markdown.md,3419,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-7/page-metadata.json,9277,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-8/img-3.jpeg,6420,image,90,207
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-8/img-4.jpeg,7624,image,166,148
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-8/markdown.md,5605,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-8/page-metadata.json,13557,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-9/img-5.jpeg,16012,image,624,164
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-9/img-6.jpeg,12695,image,625,155
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-9/img-7.jpeg,16001,image,625,175
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-9/img-8.jpeg,7748,image,624,73
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-9/img-9.jpeg,9251,image,624,104
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-9/markdown.md,176,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150015Z/Philips-VP415-Operating-Instructions.pdf/pages/page-9/page-metadata.json,1769,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/markdown.md,133345,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-1/img-0.jpeg,2122,image,91,71
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-1/img-1.jpeg,9742,image,351,181
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-1/img-2.jpeg,1884,image,108,35
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-1/img-3.jpeg,4333,image,173,85
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-1/markdown.md,2089,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-1/page-metadata.json,12898,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-10/img-8.jpeg,4882,image,274,60
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-10/img-9.jpeg,2901,image,122,58
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-10/markdown.md,2651,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-10/page-metadata.json,9384,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-11/markdown.md,1459,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-11/page-metadata.json,4920,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-12/img-10.jpeg,55510,image,875,450
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-12/markdown.md,67,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-12/page-metadata.json,984,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-13/img-11.jpeg,7325,image,255,160
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-13/img-12.jpeg,15102,image,327,290
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-13/img-13.jpeg,8629,image,254,151
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-13/img-14.jpeg,8577,image,298,193
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-13/img-15.jpeg,7591,image,301,134
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-13/img-16.jpeg,9235,image,263,253
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-13/img-17.jpeg,9646,image,235,240
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-13/img-18.jpeg,7909,image,237,285
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-13/markdown.md,541,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-13/page-metadata.json,5006,text,,
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-14/img-19.jpeg,14178,image,212,442
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-14/img-20.jpeg,17189,image,187,442
unsorted-source-material/ocr-markdown-service-manual/ocr-playground-download-20260821T150529Z/Philips-VP415-Service-Manual-hires-300-part1of5-pages001-044.pdf/pages/page-14/img-21.jpeg,15728,image,186,441
